,Facility,Degrees,Clustering Coefficient,Betweeness,Closeness,Eigenvector,tri_facility_id,primary_naics,parent_company_name,Chemicals,Community
155,DIELECTRIC LABORATORIES INC,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,13035DLCTRRTE20,334416,KNOWLES ELECTRONICS HOLDINGS INC.,['LEAD'],4
156,CET - TONAWANDA SITE,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,14240CHVRLRIVER,336350,GENERAL MOTORS LLC,['LEAD'],4
157,SANBORN PLANT,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,1413WSNBRN2186C,327320,UNITED MATERIALS LLC,['LEAD'],4
158,ICM CONTROLS CORP,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,13212CMCNT7313W,335314,INTERNATIONAL CONTROLS & MEASUREMENTS CORP,['LEAD'],4
159,DUNKIRK STEAM STATION,68,0.730904302019,0.00992665526256,0.533333333333,0.014999463244,14048NGRMH106PO,221112,NRG ENERGY INC,"['BARIUM COMPOUNDS', 'HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""', 'LEAD COMPOUNDS', 'MERCURY COMPOUNDS']",0
160,BAE SYSTEMS CONTROLS INC,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,1376WBSYST198CL,334418,BAE SYSTEMS INC,['LEAD'],4
161,U S CHROME CORP OF NE W YORK,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,14020SCHRM31SWA,332813,US CHROME CORP,['LEAD'],4
162,JEFFERSON ROAD OPERATIONS CENTER,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,1462WJFFRS135JE,334290,HARRIS CORP,['LEAD'],4
163,ENDICOTT RESEARCH GROUP,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,13760NDCTT2601W,334419,,['LEAD'],4
164,API TECHNOLOGIES CORP,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,14450SNDCC72PER,334412,API TECHNOLOGIES,['LEAD'],4
165,NORTH HUDSON WOODCRAFT CORP,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,13329NRTHH152NH,321999,,['LEAD'],4
166,EXELIS GEOSPATIAL SYSTEMS,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,1460WXLSGS8LEER,333314,,['LEAD'],4
167,MPL INC,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,14850MPLNC41DUT,334418,,['LEAD'],4
168,CLEMENTE LATHAM PORT OF ALBANY PLANT,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,12202CLMNT85SPE,327320,OLDCASTLE INC,['LEAD'],4
169,MANITOU CONCRETE- DOLOMITE PRODUCTS CO,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,1462WMNTCN126JE,327320,OLDCASTLE MATERIALS INC,['LEAD'],4
170,SPELLMAN HIGH VOLTAGE ELECTRON ICS,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,11788SPLLM475WI,334513,,['LEAD'],4
171,AMETEK AEROSPACE & DEFENSE,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,13905MTKRS33LEW,336413,AMETEK INC,['LEAD'],4
172,SILGAN CONTAINERS MANUFACTURING CORP,68,0.676470588235,0.010994140901,0.545185185185,0.0580904411135,14489FNGRLCOLER,332431,SILGAN HOLDINGS INC,"['1,2,4-TRIMETHYLBENZENE', 'CERTAIN GLYCOL ETHERS', 'N-BUTYL ALCOHOL', 'XYLENE (MIXED ISOMERS)']",1
173,CLEMENTE LATHAM LATHAM PLANT,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,12047CLMNT911FN,327320,OLDCASTLE INC,['LEAD'],4
174,CHAPIN INTERNATIONAL,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,14020CHPN 700EL,332999,,['LEAD'],4
175,FRONTIER HOT DIP GALVANIZING INC,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,14207FRNTR1740E,332812,,['LEAD'],4
176,PRESTOLITE ELECTRIC INC,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,14009PRSTL400WE,336320,BROAD OCEAN MOTOR,['LEAD'],4
177,OLDCASTLE PRECAST INC,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,12161LDCST123CU,327390,OLDCASTLE INC,['LEAD'],4
178,AMERICAN CASTING & MANUFACTURING CORP,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,11803MRCNC51COM,326199,,['LEAD'],4
179,FRAZER & JONES CO,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,13209FRZRJ3000M,331511,THE EASTERN CO,['LEAD'],4
180,NORTH ALBANY TERMINAL CO - GLENMONT TERMINAL,68,0.841088674276,0.0117946268816,0.538799414348,0.0931655711393,1207WNRTHL552RI,424710,NORTH ALBANY TERMINAL CO,"['BENZENE', 'ETHYLBENZENE', 'N-HEXANE', 'O-XYLENE', 'TOLUENE']",1
181,NORTH AMERICAN HOGANAS - NIAGARA FALLS PLANT,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,14304PYRNC5950P,331110,NORTH AMERICAN HOGANAS INC,['LEAD'],4
182,CLEMENTE LATHAM NEWBURG FACILITY,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,1255WCLMNT18ARG,327320,OLDCASTLE INC,['LEAD'],4
183,IEC ELECTRONICS CORP,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,14513CLCTR105NO,334418,,['LEAD'],4
184,FORD MOTOR CO BUFFALO STAMPING PLANT,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,14219FRDMT53663,336370,FORD MOTOR CO,['LEAD'],4
185,GILLINDER BROTHERS INC,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,12771GLLNDERIEL,327212,,['LEAD'],4
186,ORCHARD PARK PLANT,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,1412WRCHRD1BANK,327320,UNITED MATERIALS LLC,['LEAD'],4
187,MEDI-RAY INC,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,10707MDRYN150MA,331523,,['LEAD'],4
188,SOPARK CORP,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,14218SPRKC33SPA,334418,,['LEAD'],4
189,SCIENTIFIC COMPONENTS CORP,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,11235SCNTF13NEP,334419,,['LEAD'],4
190,AURUBIS BUFFALO INC,67,0.477159656264,0.014312852048,0.541973490427,0.0123114554019,14207MRCNB70SAY,331529,AURUBIS BUFFALO INC,"['COPPER', 'DIOXIN AND DIOXIN-LIKE COMPOUNDS', 'NICKEL', 'SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""', 'ZINC (FUME OR DUST)']",4
191,REVERE SMELTING & REFINING CORP,67,0.704658525554,0.00983634762736,0.538799414348,0.0119303097333,10940RVRSMRD2BA,331492,RSR CORP,"['ANTIMONY COMPOUNDS', 'ARSENIC COMPOUNDS', 'CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)', 'DIOXIN AND DIOXIN-LIKE COMPOUNDS', 'LEAD COMPOUNDS']",0
192,FMC CORP  MIDDLEPORT PLANT,66,0.738927738928,0.0115822904949,0.53488372093,0.0846499715315,14105FMCCR100NI,325320,FMC CORP,"['1,2,4-TRIMETHYLBENZENE', 'ABAMECTIN', 'ACETOPHENONE', 'BIFENTHRIN', 'CARBOFURAN', 'CUMENE', 'DIISOCYANATES', 'N-BUTYL ALCOHOL', 'NAPHTHALENE', 'PERMETHRIN', 'XYLENE (MIXED ISOMERS)']",1
193,SAINT-GOBAIN PERFORMANCE PLAST ICS,66,0.913286713287,0.00730465970406,0.535662299854,0.0799711067684,12090FLRGL1LIBE,322220,SAINT-GOBAIN CORP,"['ETHYLBENZENE', 'TOLUENE', 'XYLENE (MIXED ISOMERS)']",1
194,AVERY DENNISON INFORMATION & BRAND MANAGEMENT DIV,66,0.899766899767,0.00771573604748,0.543574593796,0.0617779495248,10962PXRCR530RT,313320,AVERY DENNISON CORP,"['N,N-DIMETHYLFORMAMIDE', 'N-METHYL-2-PYRROLIDONE', 'TOLUENE', 'XYLENE (MIXED ISOMERS)']",1
195,CARGILL INC SALT DIV,66,0.76317016317,0.00810579411819,0.530259365994,0.0110343841079,14891CRGLL518EA,212399,CARGILL INC,"['HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""', 'LEAD COMPOUNDS']",0
196,THE SOUNDCOAT CO  INC,64,0.93998015873,0.00582234691969,0.534107402032,0.0578258049605,11729SNDCTONEBU,326150,RUS INC,"['TOLUENE', 'XYLENE (MIXED ISOMERS)']",1
197,GUARDIAN INDUSTRIES CORP,64,0.776785714286,0.00765855488718,0.525714285714,0.0111826029317,14456GRDNN50FOR,327211,GUARDIAN INDUSTRIES CORP,"['LEAD COMPOUNDS', 'SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""']",0
198,"FLAME CONTROL COATINGS,LLC",64,0.93998015873,0.00582234691969,0.534107402032,0.0578258049605,14305FLMCN4120H,325510,,"['TOLUENE', 'XYLENE (MIXED ISOMERS)']",1
199,GOWANUS GENERATING STATION,63,0.854582693292,0.00686815309538,0.532561505065,0.0923780250875,11232GWNSG29THS,221112,US POWER GENERATING CO,"['1,2,4-TRIMETHYLBENZENE', 'N-HEXANE', 'NAPHTHALENE', 'XYLENE (MIXED ISOMERS)']",1
200,PPG INDUSTRIES INC,63,0.730158730159,0.00966590767151,0.536443148688,0.0101049658953,10550SPRYL716SO,325510,PPG INDUSTRIES INC,"['CERTAIN GLYCOL ETHERS', 'LEAD COMPOUNDS']",0
201,NARROWS GENERATING STATION,63,0.854582693292,0.00686815309539,0.532561505065,0.0923780250875,11232NRRWS53RDS,221112,US POWER GENERATING CO,"['1,2,4-TRIMETHYLBENZENE', 'N-HEXANE', 'NAPHTHALENE', 'XYLENE (MIXED ISOMERS)']",1
202,ADCHEM CORP,62,0.90798519302,0.0051290049773,0.532561505065,0.05004646729,11901DCHMN1852O,322220,,"['N-HEXANE', 'TOLUENE', 'VINYL ACETATE']",1
203,LEHIGH NORTHEAST CEMENT CO - GLENS FALLS PLANT,62,0.782125859334,0.0084063285809,0.530259365994,0.0130145671748,12801GLNSF313LO,327310,LEHIGH HANSON,"['DIOXIN AND DIOXIN-LIKE COMPOUNDS', 'LEAD COMPOUNDS', 'MERCURY COMPOUNDS']",0
204,ELDERLEE INC,61,0.779781420765,0.00839568621481,0.531024531025,0.00927631185166,14518LDRLN729CR,332812,REH HOLDINGS INC,"['LEAD COMPOUNDS', 'ZINC COMPOUNDS']",0
205,WORLD KITCHEN LLC PRESSWARE PLANT,61,0.779781420765,0.008960009505,0.531024531025,0.0108216214238,14831CRNNGSTEUB,327212,WKI HOLDING CO,"['BARIUM COMPOUNDS', 'LEAD COMPOUNDS', 'ZINC COMPOUNDS']",0
206,COMMANDER TERMINALS LLC,60,0.889265536723,0.00508774226022,0.527220630372,0.0704710554914,11771CMMNDONECO,424710,GLOBAL COS LLC,"['N-HEXANE', 'NAPHTHALENE', 'XYLENE (MIXED ISOMERS)']",1
207,UNIVAR USA INC - TONAWANDA NY,60,0.920338983051,0.0045262644044,0.538799414348,0.0316093301831,14150CHMCN3709R,424690,UNIVAR USA INC,"['METHYL ISOBUTYL KETONE', 'TOLUENE']",1
208,EVANS CHEMETICS LP,60,0.498870056497,0.0149496117632,0.536443148688,0.0158447479544,13165WRGRC228EA,325199,,"['ACRYLONITRILE', 'AMMONIA', 'CHLOROACETIC ACID', 'ETHYLENE GLYCOL', 'HYDROGEN SULFIDE', 'METHYL ISOBUTYL KETONE', 'N-BUTYL ALCOHOL']",0
209,AMPHENOL CORP,58,0.588626739262,0.0118601065143,0.525714285714,0.00885358494886,13838MPHNL4060D,334417,AMPHENOL CORP,"['CYANIDE COMPOUNDS', 'HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""', 'NITRIC ACID', 'SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""']",0
210,SAINT-GOBAIN PERFORMANCE PLASTICS,58,0.925589836661,0.00706279825601,0.529496402878,0.0298450864916,12832NRTNCONESE,326199,SAINT-GOBAIN CORP,"['DIISOCYANATES', 'TOLUENE']",1
211,SAES SMART MATERIALS INC,58,0.502722323049,0.0123771073925,0.536443148688,0.00687682266368,13413SSSMR4355M,331410,SAES GETTERS SPA ITALY,"['NICKEL', 'NITRIC ACID', 'SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""']",0
212,"ASTRO ELECTROPLATING,INC",58,0.588626739262,0.0117078754646,0.525714285714,0.00883111115268,11706STRLC1714T,332813,,"['HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""', 'NITRIC ACID', 'SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""']",0
213,REPUBLIC STEEL -  LACKAWANNA,57,0.848997493734,0.00817963275109,0.484848484848,0.00881391114316,14218BTHLHBARRO,331110,REPUBLIC STEEL,"['CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)', 'LEAD COMPOUNDS', 'NICKEL COMPOUNDS']",0
214,PRECIOUS PLATE INC,56,0.879220779221,0.00732217402168,0.525714285714,0.00966467619304,14304PRCSP2124L,332813,PRECIOUS PLATE INC,"['COPPER COMPOUNDS', 'LEAD COMPOUNDS', 'NICKEL COMPOUNDS']",0
215,BASF PEEKSKILL PIGMENT FACILITY,56,0.573376623377,0.0114766323583,0.524216524217,0.00595087761899,10566THMRL1057L,325130,BASF CORP,"['CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)', 'HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""', 'NITRIC ACID']",0
216,CAMERON COMPRESSION SYSTEMS,55,1.0,0.00340900545775,0.527220630372,0.0291198089841,14225CPRND3101B,333912,CAMERON INTERNATIONAL CORP,['TOLUENE'],1
217,DUNMORE CORP,55,1.0,0.00340900545775,0.527220630372,0.0291198089841,10509CMVCNROUTE,326113,DUNMORE CORP,['TOLUENE'],1
218,GOTHAM INK CORP,55,1.0,0.00340900545775,0.527220630372,0.0291198089841,10980CHRMT19KAY,325910,COVAR CORP,['TOLUENE'],1
219,IIMAK,55,1.0,0.00340900545775,0.527220630372,0.0291198089841,14228NTRNT310CO,339940,,['TOLUENE'],1
220,FRIESLAND CAMPINA,55,1.0,0.00340900545775,0.527220630372,0.0291198089841,13753DLTWNROUTE,311514,,['TOLUENE'],1
221,WESTERN NEW YORK ENERGY LLC,54,0.660377358491,0.00743723430025,0.528735632184,0.0312398785747,14103WSTRN4141B,325193,,"['ACETALDEHYDE', 'ACROLEIN', 'FORMALDEHYDE', 'METHANOL', 'N-HEXANE']",1
222,CONTINENTAL BUCHANAN LLC,53,0.94412191582,0.00595936588255,0.483574244415,0.00976316993929,10511GRGPC415BR,327420,CONTINENTAL BUILDING PRODUCTS OPERATING CO LLC,"['LEAD COMPOUNDS', 'MERCURY COMPOUNDS']",0
223,OWENS CORNING,53,0.93976777939,0.0060277405865,0.482306684142,0.00847366921318,12054WNSCRRT32S,327993,OWENS CORNING,"['LEAD COMPOUNDS', 'MANGANESE COMPOUNDS']",0
224,AIR TECHNIQUES INC,51,1.0,0.00451358994011,0.481045751634,0.00728570826634,11747RTCHN1295W,339114,,['LEAD COMPOUNDS'],0
225,BONSAL AMERICAN INC,51,1.0,0.00451358994011,0.481045751634,0.00728570826634,14020MRCNS102CE,327999,OLDCASTLE INC,['LEAD COMPOUNDS'],0
226,BONSAL AMERICAN INC,51,1.0,0.00451358994011,0.481045751634,0.00728570826634,11933BNSLM462GR,327999,OLDCASTLE INC,['LEAD COMPOUNDS'],0
227,LOCKHEED MARTIN CORP,51,1.0,0.00451358994011,0.481045751634,0.00728570826634,13221GNRLLELECT,334511,LOCKHEED MARTIN CORP,['LEAD COMPOUNDS'],0
228,GE MDS LLC,51,1.0,0.00451358994011,0.481045751634,0.00728570826634,14620MCRWV175SC,334220,GENERAL ELECTRIC CO (GE CO),['LEAD COMPOUNDS'],0
229,GOLDEN ARTIST COLORS INC,51,1.0,0.00451358994011,0.481045751634,0.00728570826634,13411GLDNR188BE,339940,,['LEAD COMPOUNDS'],0
230,GW LISK CO INC,51,1.0,0.00451358994011,0.481045751634,0.00728570826634,14432GWLSK2SOUT,332999,,['LEAD COMPOUNDS'],0
231,OWENS-BROCKWAY GLASS CONTAINER INC PLANT 35,51,1.0,0.00451358994011,0.481045751634,0.00728570826634,13021CNTRLRD6CO,327213,OWENS-ILLINOIS INC,['LEAD COMPOUNDS'],0
232,PVS CHEMICAL SOLUTIONS,51,0.697254901961,0.0078139717119,0.516129032258,0.00835472795845,14210PVSCH55LEE,325180,PVS CHEMICALS INC,"['AMMONIA', 'SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""']",0
233,O W HUBBELL & SONS GALVANI ZING,51,1.0,0.00451358994011,0.481045751634,0.00728570826634,13417DWHBB100MA,332812,HUBBELL HOLDING CORP,['LEAD COMPOUNDS'],0
234,L D MCCAULEY LLC,51,1.0,0.00451358994011,0.481045751634,0.00728570826634,14127LDMCC3875C,332999,,['LEAD COMPOUNDS'],0
235,ANSEN CORP,51,1.0,0.00451358994011,0.481045751634,0.00728570826634,13669MRCNC100CH,334418,,['LEAD COMPOUNDS'],0
236,ARDAGH GLASS INC,51,1.0,0.00451358994011,0.481045751634,0.00728570826634,14903NCHRG151EM,327213,ARDAGH GROUP,['LEAD COMPOUNDS'],0
237,AMERICAN TECHNICAL CERAMICS,51,1.0,0.00451358994011,0.481045751634,0.00728570826634,11746MRCNTSTEPA,334416,KYOCERA INTERNATIONAL INC,['LEAD COMPOUNDS'],0
238,VARFLEX CORP,50,0.928163265306,0.00356309783411,0.519774011299,0.0296329617366,13440VRFLX512WE,335999,,"['BUTYL ACRYLATE', 'XYLENE (MIXED ISOMERS)']",1
239,CCI ROSETON LLC,49,0.666666666667,0.00478642028974,0.521985815603,0.0242365540952,12550RSTNG992RA,221112,CASTLETON COMMODITIES INTERNATIONAL LLC,"['DIOXIN AND DIOXIN-LIKE COMPOUNDS', 'NAPHTHALENE']",1
240,QUBICAAMF BOWLING PRODUCTS,48,1.0,0.00247525126974,0.518309859155,0.0289878641839,13367MFPNSUTICA,321999,QUBICAAMF BOWLING INC,['XYLENE (MIXED ISOMERS)'],1
241,RICHARD M FLYNN POWER PLANT,44,0.913319238901,0.00468703995173,0.49864498645,0.0641159736172,11742RCHRD607UN,221112,NEW YORK POWER AUTHORITY,"['1,2,4-TRIMETHYLBENZENE', 'N-HEXANE', 'NAPHTHALENE']",1
242,ALLIED NEW YORK SERVICES  INC,43,0.93023255814,0.00304623110795,0.514685314685,0.0434552425833,10001GDNNWJFKIN,424710,ALLIED AVIATION HOLDING CO,"['ETHYLBENZENE', 'NAPHTHALENE']",1
243,DIE MOLDING CORP,43,0.745293466224,0.00734157953166,0.520509193777,0.00689451945522,13163DMLDNDONAL,326199,NIAGARA PISTON,"['AMMONIA', 'PHENOL']",0
244,GENERAL SUPER PLATING CO,43,0.617940199336,0.0109632069551,0.518309859155,0.00465471578991,13057GNRLS22CEL,332813,,"['CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)', 'COPPER COMPOUNDS', 'CYANIDE COMPOUNDS', 'NICKEL COMPOUNDS', 'NITRIC ACID']",0
245,BALL METAL BEVERAGE CONTAINER CORP,41,0.487804878049,0.0098278109862,0.525714285714,0.0129324294149,10940RYNLDRD2BA,332431,BALL CORP,"['CERTAIN GLYCOL ETHERS', 'FORMALDEHYDE', 'HYDROGEN FLUORIDE', 'N-BUTYL ALCOHOL']",0
246,BALL METAL BEVERAGE CONTAINER CORP,41,0.487804878049,0.0098278109862,0.525714285714,0.0129324294149,12866BLLPC1ADAM,332431,BALL CORP,"['CERTAIN GLYCOL ETHERS', 'FORMALDEHYDE', 'HYDROGEN FLUORIDE', 'N-BUTYL ALCOHOL']",0
247,ELECTRONIC DEVICES INC,41,0.69512195122,0.00812034173173,0.513249651325,0.00470913100151,10710LCTRN21GRA,334413,ELECTRONIC DEVICES INC,"['HYDROGEN FLUORIDE', 'NITRATE COMPOUNDS', 'NITRIC ACID']",0
248,AMES GOLDSMITH CORP,41,0.580487804878,0.0130604100261,0.522727272727,0.00408136084248,12801MSGLD21ROG,331492,AMES GOLDSMITH CORP,"['FORMALDEHYDE', 'NITRIC ACID', 'SILVER']",0
249,OERLIKON METCO,40,0.716666666667,0.0104588035671,0.517580872011,0.00660629566672,11590PRKNL1101P,332117,SULZER US INDUSTRIES HOLDING INC,"['ALUMINUM (FUME OR DUST)', 'CHROMIUM', 'COBALT', 'COPPER', 'NICKEL']",4
250,CHEMTRADE SOLUTIONS - SYRACUSE,40,0.835897435897,0.00582999267187,0.507586206897,0.005787164758,13209GNRLCWILLI,325180,CHEMTRADE SOLUTIONS LLC,"['AMMONIA', 'NITRATE COMPOUNDS', 'SODIUM NITRITE']",0
251,METAL CONTAINER CORP - NEWBURGH CAN PLANT,40,0.573076923077,0.0086464146435,0.520509193777,0.0112232159451,12550MTLCN1000B,332431,ANHEUSER-BUSCH INBEV,"['CERTAIN GLYCOL ETHERS', 'N-BUTYL ALCOHOL', 'SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""']",0
252,FIRTH RIXSON INC,39,0.730094466937,0.00962991123337,0.516853932584,0.0060158042311,14603MNRFRPOBOX,332112,FIRTH RIXSON LTD,"['CHROMIUM', 'COBALT', 'COPPER', 'NICKEL']",4
253,EATON CORP,39,0.730094466937,0.00907861032648,0.516853932584,0.00588457837094,14845CTLRH200WE,334419,EATON CORP,"['CHROMIUM', 'COPPER', 'NICKEL']",4
254,TECT UTICA,38,0.762446657183,0.00678639661184,0.511111111111,0.00397460811951,13492TCCRPHALSE,336412,UC ACQUISITIONS INC,"['HYDROGEN FLUORIDE', 'NITRIC ACID']",0
255,SAINT GOBAIN INDUSTRIAL CERAMIC INC,38,0.658605974395,0.00783104152358,0.520509193777,0.00362972519967,14304NRTNW6600W,327999,SAINT-GOBAIN CORP,"['NITRIC ACID', 'PHENOL']",0
256,SAINT-GOBAIN ADVANCED CERAMICS -STRUCTURAL CERAMICS,38,0.762446657183,0.00678639661184,0.511111111111,0.00397460811951,14302CRBRN1625B,327120,SAINT-GOBAIN CORP,"['HYDROGEN FLUORIDE', 'NITRIC ACID']",0
257,SPECIAL METALS CORP,37,0.612612612613,0.00872556034193,0.51904090268,0.00582537956248,13413SPCLMMIDDL,331491,PRECISION CASTPARTS CORP,"['CHROMIUM', 'COBALT', 'HYDROGEN FLUORIDE', 'NICKEL']",4
258,SPECIAL METALS CORP,37,0.612612612613,0.00872556034193,0.51904090268,0.00582537956248,14048SPCLMWILLO,332112,PRECISION CASTPARTS CORP,"['CHROMIUM', 'COBALT', 'HYDROGEN FLUORIDE', 'NICKEL']",4
259,CAITHNESS LONG ISLAND ENERGY CENTER,35,1.0,0.00408070102523,0.5,0.00444404738024,11980CTHNS5ZRNB,221112,CAITHNESS LONG ISLAND,['AMMONIA'],0
260,INDECK-CORINTH ENERGY CENTER,35,1.0,0.00408070102523,0.5,0.00444404738024,12822NDCKC24WHI,221112,INDECK ENERGY,['AMMONIA'],0
261,SAINT GOBAIN CORP ADVA NCED CERAMICS,35,1.0,0.00408070102523,0.5,0.00444404738024,14150CRBRN168CR,325180,SAINT-GOBAIN CORP,['AMMONIA'],0
262,INDECK-OLEAN ENERGY CENTER,35,1.0,0.00408070102523,0.5,0.00444404738024,14760NDCKL140MO,221112,INDECK ENERGY,['AMMONIA'],0
263,ROCHESTER STEEL TREATING WORKS  INC,35,1.0,0.00408070102523,0.5,0.00444404738024,14605RCHST962MA,332811,,['AMMONIA'],0
264,SURPASS CHEMICAL CO INC,35,1.0,0.00408070102523,0.5,0.00444404738024,12204SRPSS1254B,325998,SURPASS CHEMICAL CO INC,['AMMONIA'],0
265,SUGAR KAKE COOKIE INC,35,1.0,0.00408070102523,0.5,0.00444404738024,14150SGRKK570FI,311821,RALCORP HOLDINGS INC,['AMMONIA'],0
