,Facility,Degrees,Clustering Coefficient,Betweeness,Closeness,Eigenvector,tri_facility_id,primary_naics,parent_company_name,Chemicals,Community
266,RENOLD INC,35,1.0,0.00408070102523,0.5,0.00444404738024,14787RNLDNBOURN,333613,RENOLD PLC,['AMMONIA'],0
267,PSEG POWER NY LLC BETHLEHEM ENERGY CENTER,35,1.0,0.00408070102523,0.5,0.00444404738024,12077NGRMHRTE14,221112,PUBLIC SERVICE ENTERPRISE GROUP,['AMMONIA'],0
268,BORGWARNER MORSE TEC CORP,35,1.0,0.00408070102523,0.5,0.00444404738024,14850BRGWR800WA,336350,BORGWARNER INC,['AMMONIA'],0
269,BORGWARNER MORSE TEC CORP,35,1.0,0.00408070102523,0.5,0.00444404738024,13045BRGWR3690L,336350,BORGWARNER INC,['AMMONIA'],0
270,DANISCO USA,35,1.0,0.00408070102523,0.5,0.00444404738024,14606GNNCR1700L,311999,E I DU PONT DE NEMOURS & CO,['AMMONIA'],0
271,BROOKLYN NAVY YARD COGENERATION FACILITY,35,1.0,0.00408070102523,0.5,0.00444404738024,11205BRKLYBROOK,221112,EIF BNY LLC,['AMMONIA'],0
272,GLENWOOD LANDING ENERGY CENTER,35,1.0,0.00408070102523,0.5,0.00444404738024,11547GLNWDSHORE,221112,NATIONAL GRID USA,['AMMONIA'],0
273,CHARLES POLETTI POWER PROJECT & 500 MW PLANT,35,1.0,0.00408070102523,0.5,0.00444404738024,11105NWYRK31032,221112,NEW YORK POWER AUTHORITY,['AMMONIA'],0
274,OLIN CORP,34,0.802139037433,0.00594564287556,0.504109589041,0.00594185528891,14303LNCHM2400B,325180,OLIN CORP,"['CHLORINE', 'HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""']",0
275,EVONIK INDUSTRIES,34,0.802139037433,0.00594564287556,0.504109589041,0.00594185528891,12188DGSSCSCHOO,325180,EVONIK INDUSTRIES,"['CHLORINE', 'HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""']",0
276,UOP TONAWANDA,34,0.812834224599,0.00627252934064,0.513249651325,0.00482943693604,14151P    175EA,332117,HONEYWELL INTERNATIONAL INC,"['COPPER', 'NICKEL']",4
277,FRED M SCHILDWACHTER & SONS INC,33,1.0,0.00184381542287,0.490666666667,0.0225708268524,10461FRDMS1400F,424710,,"['1,2,4-TRIMETHYLBENZENE']",1
278,FRAZIER INDUSTRIAL CO,33,1.0,0.00184381542287,0.490666666667,0.0225708268524,13165FRZRN1291W,337215,FRAZIER INDUSTRIAL CO,"['1,2,4-TRIMETHYLBENZENE']",1
279,SAFETY-KLEEN SYSTEMS (218701),33,0.664772727273,0.0084915787457,0.511821974965,0.00883819549087,13211SFTYK6741V,562112,CLEAN HARBORS INC,"['ETHYLENE GLYCOL', 'METHANOL']",0
280,US DOD DFSP VERONA,31,1.0,0.00150768950252,0.504109589041,0.0226430610803,13478SDFNS5449W,424710,US DEPARTMENT OF DEFENSE,['ETHYLBENZENE'],1
281,KNOWLTON TECHNOLOGIES LLC,31,0.731182795699,0.0073018640746,0.511821974965,0.0110983268553,13601KNWLT213FA,322121,KNOWLTON TECHNOLOGIES LLC,"['FORMALDEHYDE', 'METHANOL', 'PHENOL']",0
282,OCCIDENTAL CHEMICAL CORP NIAGARA PLANT,31,0.610752688172,0.00962441571532,0.514685314685,0.00652782675229,14302CCDNT4700B,325180,OCCIDENTAL CHEMICAL HOLDING CORP,"['CHLORINE', 'DIOXIN AND DIOXIN-LIKE COMPOUNDS', 'HEXACHLOROCYCLOPENTADIENE', 'TETRACHLOROETHYLENE']",0
283,QUAD/GRAPHICS INC,30,0.535632183908,0.00986901182384,0.506189821183,0.00663342184569,12866QDGRP56DUP,323111,QUAD/GRAPHICS INC,"['CERTAIN GLYCOL ETHERS', 'ETHYLENE GLYCOL', 'NITRATE COMPOUNDS']",0
284,ISLECHEM LLC,30,0.777011494253,0.00448942395126,0.512534818942,0.0102753840995,14072XYCHM2801L,325199,,"['3-CHLORO-2-METHYL-1-PROPENE', 'METHANOL', 'N,N-DIMETHYLANILINE', 'N-BUTYL ALCOHOL']",0
285,THATCHER CO OF NEW YORK,28,1.0,0.00415906580847,0.476683937824,0.00116333764477,14589THTCH4135R,325180,THATCHER CO,['NITRIC ACID'],0
286,AMSTERDAM PRINTING & LITHO,28,1.0,0.00415906580847,0.476683937824,0.00116333764477,12010MSTRDWALLI,323111,,['NITRIC ACID'],0
287,TRIPLE CITIES METAL FINISHING CORP,28,1.0,0.00415906580847,0.476683937824,0.00116333764477,13904TRPLC349IN,332813,,['NITRIC ACID'],0
288,DRESSER-RAND,28,0.783068783069,0.00667852367676,0.49864498645,0.00385100738493,14760DRSSRPOBOX,333912,DRESSER RAND,"['CHROMIUM', 'MANGANESE', 'NICKEL']",4
289,DRESSER-RAND,28,0.783068783069,0.00667852367676,0.49864498645,0.00385100738493,14895DRSSR37COA,333611,DRESSER RAND,"['CHROMIUM', 'MANGANESE', 'NICKEL']",4
290,UNITED SILICONE INC,28,1.0,0.00415906580847,0.476683937824,0.00116333764477,14086NTDSL4471W,333318,ILLINOIS TOOL WORKS INC,['NITRIC ACID'],0
291,UNIVAR USA INC - GENEVA BRANCH,28,1.0,0.00415906580847,0.476683937824,0.00116333764477,14456HBFLL61GAT,424690,UNIVAR USA INC,['NITRIC ACID'],0
292,FRIENDSHIP DAIRIES LLC,28,1.0,0.00415906580847,0.476683937824,0.00116333764477,14739FRNDSCOUNT,311511,SAPUTO DAIRY FOODS USA LLC,['NITRIC ACID'],0
293,FELDMEIER EQUIPMENT INC,28,0.783068783069,0.00667852367676,0.49864498645,0.00385100738493,13365CHRRY575EA,333241,FELDMEIER EQUIPMENT INC,"['CHROMIUM', 'MANGANESE', 'NICKEL']",4
294,FELDMEIER EQUIPMENT INC,28,0.783068783069,0.00667852367676,0.49864498645,0.00385100738493,13211FLDMR68TWN,333241,FELDMEIER EQUIPMENT INC,"['CHROMIUM', 'MANGANESE', 'NICKEL']",4
295,MATERION ADVANCED MATERIALS TECHNOLOGIES & SERVICES INC,28,1.0,0.00415906580847,0.476683937824,0.00116333764477,14214WLLMS2978M,331492,BRUSH ENGINEERED MATERIALS,['NITRIC ACID'],0
296,CORNING INC - INTEGRATED DIE MANUFACTURING,28,1.0,0.00415906580847,0.476683937824,0.00116333764477,14870CRNNGADDIA,332710,CORNING INC,['NITRIC ACID'],0
297,LEPRINO FOODS CO,28,1.0,0.00415906580847,0.476683937824,0.00116333764477,14892LPRNF400LE,311513,LEPRINO FOODS CO,['NITRIC ACID'],0
298,LOSURDO FOODS INC  HEUV,28,1.0,0.00415906580847,0.476683937824,0.00116333764477,13654LSRDF3454U,311513,LOSURDO FOODS INC,['NITRIC ACID'],0
299,ELLISON BRONZE INC,27,1.0,0.00377331175143,0.507586206897,0.00302385506925,14733LLSNB125WM,332321,,['COPPER'],4
300,HONEYWELL INTERNATIONAL INC,27,1.0,0.00377331175143,0.507586206897,0.00302385506925,12183LLDSGTIBBE,336413,HONEYWELL INTERNATIONAL INC,['COPPER'],4
301,GRAPHITE METALLIZING CORP,27,1.0,0.00377331175143,0.507586206897,0.00302385506925,10702GRPHT1050N,335991,GRAPHITE METALLIZING HOLDINGS INC,['COPPER'],4
302,COLONIAL WIRE & CABLE CO,27,1.0,0.00377331175143,0.507586206897,0.00302385506925,11788CLNLW4ENGI,332618,,['COPPER'],4
303,DAWSON METAL CO INC,27,1.0,0.00377331175143,0.507586206897,0.00302385506925,1470WDWSNM825AL,332322,,['COPPER'],4
304,MILWARD ALLOYS INC,27,1.0,0.00377331175143,0.507586206897,0.00302385506925,14094MLWRD500MI,331313,,"['COPPER', 'PHOSPHORUS (YELLOW OR WHITE)']",4
305,ANHEUSER-BUSCH LLC,27,0.854700854701,0.00323232972924,0.497297297297,0.00539744710581,13027NHSRB2885B,312120,ANHEUSER-BUSCH INBEV,"['HYDROGEN SULFIDE', 'SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""']",0
306,BUFFALO METAL CASTING CO INC,27,1.0,0.00377331175143,0.507586206897,0.00302385506925,14207BFFLM1875E,331524,,['COPPER'],4
307,PRATT & WHITNEY - HMI METAL POWDERS,27,0.823361823362,0.00605523716876,0.497970230041,0.00365776549028,13322HMGNS2395M,331492,UNITED TECHNOLOGIES CORP,"['ALUMINUM (FUME OR DUST)', 'CHROMIUM', 'COBALT', 'NICKEL']",4
308,MOMENTIVE SPECIALTY CHEMICALS INC - MOREAU FACILITY,27,0.854700854701,0.00483208888624,0.508990318119,0.00868013266375,12803BRDNC64FAR,325199,MOMENTIVE SPECIALTY CHEMICALS HOLDINGS LLC,"['FORMALDEHYDE', 'METHANOL']",0
309,DUPONT YERKES PLANT,26,0.606153846154,0.00749314455587,0.508990318119,0.00394012857647,14207DPNTYSHERI,326113,E I DU PONT DE NEMOURS & CO,"['BUTYL ACRYLATE', 'METHYL METHACRYLATE', 'VINYL FLUORIDE', 'ZINC COMPOUNDS']",0
310,HOOSIER MAGNETICS INC,26,1.0,0.00314655187088,0.496626180837,0.00380246941159,13669HSRMGLOWER,332811,,"['HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""']",0
311,XEROX CORP,26,0.498461538462,0.0066512630988,0.504801097394,0.00598639240674,14580XRXCR800PH,333316,XEROX CORP,"['DICHLOROMETHANE', 'MANGANESE', 'METHYL ISOBUTYL KETONE']",4
312,GERMANIUM CORP OF AMERICA,26,1.0,0.00314655187088,0.496626180837,0.00380246941159,13502GRMNM1634L,325998,INDIUM CORP OF AMERICA,"['HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""']",0
313,CPP - SYRACUSE,24,0.891304347826,0.00530717921641,0.495956873315,0.00305018869583,13037GRYSY901EA,331512,CPP CORP,"['CHROMIUM', 'COBALT', 'NICKEL']",4
314,UNITED BIOCHEMICALS,23,1.0,0.00296904801466,0.504109589041,0.0058127652456,1413WNTDBC6351I,325199,VWR,['METHANOL'],0
315,FERRONICS INC,23,0.810276679842,0.00463697398637,0.487417218543,0.00324925608575,14450FRRNC45OCO,334419,,"['MANGANESE COMPOUNDS', 'ZINC COMPOUNDS']",0
316,FINGER LAKES CHEMICAL INC,23,1.0,0.00296904801466,0.504109589041,0.0058127652456,14605FNGRL418ST,325998,FINGER LAKES CHEMICAL INC,['METHANOL'],0
317,TRUESENSE IMAGING INC,23,1.0,0.00268297520463,0.493959731544,0.00395141023801,1461WTRSNS1964L,334413,,"['SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""']",0
318,US ARMY WATERVLIET ARSENAL,23,0.857707509881,0.00460982125232,0.444981862152,0.0020494385101,12189SDDSRBROAD,928110,US DEPARTMENT OF DEFENSE,"['CHROMIUM', 'MANGANESE']",4
319,R H CROWN CO INC,23,1.0,0.00296904801466,0.504109589041,0.0058127652456,12095RHCRW100NM,325998,,['METHANOL'],0
320,KEDRION MELVILLE INC,23,1.0,0.00296904801466,0.504109589041,0.0058127652456,11747PRCSN155DU,325414,,['METHANOL'],0
321,BENJAMIN MOORE & CO JOHNSTOWN,22,0.5670995671,0.00735325203072,0.50341997264,0.00500637581943,12095BMCJHUNION,325510,BERKSHIRE HATHAWAY,"['BUTYL ACRYLATE', 'CERTAIN GLYCOL ETHERS', 'METHYL METHACRYLATE', 'VINYL ACETATE']",0
322,BLACKSTONE BUSINESS ENTERPRISES INC,19,1.0,0.00256488556879,0.439665471924,0.00108897157361,14701BLCKS1BLAC,332322,,['CHROMIUM'],4
323,COOPER POWER SYSTEMS LLC,19,0.894736842105,0.00568532710154,0.484848484848,0.0020409188321,14760CPRPW1648D,335931,EATON ELECTRIC HOLDINGS LLC,"['TETRABROMOBISPHENOL A', 'ZINC COMPOUNDS']",0
324,XYLEM HEAT TRANSFER,19,1.0,0.00256488556879,0.439665471924,0.00108897157361,14227TTSTN175ST,332410,FLUID HANDLING LLC,['CHROMIUM'],4
325,KAWASAKI RAIL CAR INC,19,1.0,0.00256488556879,0.439665471924,0.00108897157361,10701KWSKR29WEL,336510,KAWASAKI HEAVY INDUSTRIES,['CHROMIUM'],4
326,GARLOCK SEALING TECHNOLOGIES,18,1.0,0.00309265241473,0.484210526316,0.00203582593321,14522GRLCK1666D,339991,ENPRO INDUSTRIES INC,['ZINC COMPOUNDS'],0
327,NESTLE PURINA PETCARE CO,18,1.0,0.00309265241472,0.484210526316,0.00203582593321,14048RLSTN3800M,311111,NESTLE PURINA PETCARE CO,['ZINC COMPOUNDS'],0
328,INTERFACE SOLUTIONS INC,18,1.0,0.00309265241472,0.484210526316,0.00203582593321,12090LYDLL12DAV,339991,SUSQUEHANNA CAPITAL ACQUISITION CO,['ZINC COMPOUNDS'],0
329,INTERFACE SOLUTIONS INC,18,1.0,0.00309265241472,0.484210526316,0.00203582593321,13069RMSTRRR2BO,339991,SUSQUEHANNA CAPITAL ACQUISITION CO,['ZINC COMPOUNDS'],0
330,INTERFACE SOLUTIONS INC,18,1.0,0.00309265241472,0.484210526316,0.00203582593321,13305BSCSCMAINS,339991,SUSQUEHANNA CAPITAL ACQUISITION CO,['ZINC COMPOUNDS'],0
331,TELESCOPE CASUAL FURNITURE INC,18,1.0,0.00213449656875,0.482939632546,0.00333069489389,12832TLSCPCHURC,337122,,['DIOXIN AND DIOXIN-LIKE COMPOUNDS'],0
332,SAINT-GOBAIN ABRASIVES,16,0.808333333333,0.00382015031132,0.500680272109,0.00536759711352,12189NRTNC10THA,327910,SAINT-GOBAIN CORP,"['FORMALDEHYDE', 'PHENOL']",0
333,COMSTAR INTERNATIONAL INC,16,0.708333333333,0.00761278775329,0.495956873315,0.00414075333162,11356NDSTR20451,325611,,"['ETHYLENE GLYCOL', 'TETRACHLOROETHYLENE']",0
334,VULCRAFT OF NEW YORK INC,15,0.866666666667,0.00817064952282,0.472400513479,0.00286858688033,14825VLCRF5362R,332312,NUCOR CORP,"['CERTAIN GLYCOL ETHERS', 'SEC-BUTYL ALCOHOL']",0
335,EMPIRE FIBERGLASS PRODUCTS INC,14,0.846153846154,0.00465599580464,0.433962264151,0.00409263229507,13365MPRFBRIVER,326199,,"['METHYL METHACRYLATE', 'STYRENE']",2
336,TAYLOR MADE PRODUCTS LLC,14,0.846153846154,0.00465599580464,0.433962264151,0.00409263229507,1207WTYLRM16IND,326199,TAYLOR MADE GROUP LLC,"['METHYL METHACRYLATE', 'STYRENE']",2
337,TAYLOR MADE PRODUCTS LLC,14,0.846153846154,0.00465599580464,0.433962264151,0.00409263229507,1207WTYLRM65HAR,326199,TAYLOR MADE GROUP LLC,"['METHYL METHACRYLATE', 'STYRENE']",2
338,HAMMER PACKAGING CORP,14,1.0,0.00309719850991,0.471794871795,0.00286851838314,14586HMMRL200LU,323111,,['CERTAIN GLYCOL ETHERS'],0
339,AMERICAN ACRYLIC CORP,14,0.846153846154,0.00465599580464,0.433962264151,0.00409263229507,11704MRCNC400SH,326130,,"['METHYL METHACRYLATE', 'STYRENE']",2
340,SENECA FOODS CORP CAN PLANT,14,1.0,0.00309719850991,0.471794871795,0.00286851838314,14505SNCFD3736S,332431,SENECA FOODS CORP,['CERTAIN GLYCOL ETHERS'],0
341,BALCHEM CORP,14,0.857142857143,0.00852831625444,0.492637215529,0.00306858656377,10973BLCHMROUTE,311119,BALCHEM CORP,"['ETHYLENE GLYCOL', 'ETHYLENE OXIDE']",0
342,DERRICK CORP,14,1.0,0.00309719850991,0.471794871795,0.00286851838314,14225DRRCK3350U,333132,DERRICK CORP,['CERTAIN GLYCOL ETHERS'],0
343,DERRICK CORP,14,1.0,0.00309719850991,0.471794871795,0.00286851838314,14225DRRCK590DU,333132,DERRICK CORP,['CERTAIN GLYCOL ETHERS'],0
344,UNICELL BODY CO INC,14,0.846153846154,0.00465599580464,0.433962264151,0.00409263229507,14206NCLLB575HO,336112,,"['METHYL METHACRYLATE', 'STYRENE']",2
345,SAFETY-KLEEN SYSTEMS (211808),13,1.0,0.00348067464123,0.491978609626,0.00306851328865,11701SFTYK8SEAB,562112,CLEAN HARBORS INC,['ETHYLENE GLYCOL'],0
346,JCI JONES CHEMICALS INC,13,1.0,0.00222010551762,0.479166666667,0.00216835297998,10990JNSCHRIVER,424690,JCI JONES CHEMICALS INC,['CHLORINE'],0
347,JCI JONES CHEMICALS INC,13,1.0,0.00222010551762,0.479166666667,0.00216835297998,14423JNSCH100SU,424690,JCI JONES CHEMICALS INC,['CHLORINE'],0
348,SAFETY-KLEEN SYSTEMS (202802),13,1.0,0.00348067464123,0.491978609626,0.00306851328865,14414SFTYK1525W,562112,CLEAN HARBORS INC,['ETHYLENE GLYCOL'],0
349,JAMESTOWN ELECTRO PLATING WORKS INC,13,1.0,0.00222010551762,0.479166666667,0.00216835297998,14702JMSTW105WA,332813,,['CHLORINE'],0
350,SAFETY-KLEEN SYSTEMS (211801),13,1.0,0.00348067464123,0.491978609626,0.00306851328865,10994SFTYK5SNAK,562112,CLEAN HARBORS INC,['ETHYLENE GLYCOL'],0
351,VANCHLOR CO INC,13,1.0,0.00222010551762,0.479166666667,0.00216835297998,14094VNCHL555WE,325180,,['CHLORINE'],0
352,KEMPER SYSTEM AMERICA INC,13,1.0,0.00348067464123,0.491978609626,0.00306851328865,14224XCLPR12NAM,325510,,['ETHYLENE GLYCOL'],0
353,GOODYEAR TIRE & RUBBER CO,13,0.769230769231,0.0062977137376,0.49864498645,0.00701163881397,14304THGDY5408B,325199,THE GOODYEAR TIRE & RUBBER CO,"['ANILINE', 'DIPHENYLAMINE', 'HYDROQUINONE', 'O-TOLUIDINE', 'O-XYLENE', 'PHENOL']",0
354,AMERICAN LAMP RECYCLING LLC,13,1.0,0.00110301618007,0.433962264151,0.00252505758169,1254WMRCNL55RIV,423930,,['MERCURY COMPOUNDS'],0
355,SOUTHERN GRAPHIC SYSTEMS LLC,12,1.0,0.00131188126658,0.484210526316,0.00190215452727,13135STHRN67COU,323120,SGS INTERNATIONAL,['COPPER COMPOUNDS'],0
356,ALLVAC - LOCKPORT PLANT,12,0.909090909091,0.00272429483468,0.41581920904,0.00160630865761,14094LLGHN695OH,331492,ALLEGHENY TECHNOLOGIES INC,"['CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)', 'NICKEL COMPOUNDS']",0
357,ENGINEERED COMPOSITES INC,12,1.0,0.00298496794034,0.432941176471,0.00295940591078,14206NGNRD55RBE,325991,ENGINEERED COMPOSITES INC,['STYRENE'],2
358,AN-COR INDUSTRIAL PLASTICS,12,1.0,0.00298496794034,0.432941176471,0.00295940591078,14120NCRND100ME,326199,,['STYRENE'],2
359,TRIAD TECHNOLOGIES INC,12,1.0,0.00298496794034,0.432941176471,0.00295940591078,13204TRDTC15SPE,326199,,['STYRENE'],2
360,REMEE CASTING,12,1.0,0.00298496794034,0.432941176471,0.00295940591078,14527RMCST118MN,326199,ROTO SALT,['STYRENE'],2
361,NIACET CORP,11,0.909090909091,0.00211531879414,0.493297587131,0.00256132047095,14304NCTCR40047,325199,NIACET CORP,"['CHLOROACETIC ACID', 'PHENOL']",0
362,RHI MONOFRAX LLC,10,1.0,0.00172903634904,0.413019079686,0.00104309431851,14733MNFRX501NE,327120,RHI AG,['CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)'],0
363,HARTCHROM INC,10,1.0,0.00172903634904,0.413019079686,0.00104309431851,1218WHRTCH25GIB,332813,,['CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)'],0
364,FENNER PRECISION,9,0.583333333333,0.00516231153806,0.489361702128,0.00320910860389,14215WNFLD33CLA,326199,,"['N-METHYL-2-PYRROLIDONE', 'TRICHLOROETHYLENE']",5
365,ULTRALIFE CORP,9,1.0,0.000917681707879,0.408888888889,0.00122927082077,14873LTRLF2000T,335912,,['MANGANESE COMPOUNDS'],0
366,UNITHER MANUFACTURING LLC,8,1.0,0.00188877566372,0.482939632546,0.00243069805491,14623PNNWL755JE,325412,UNITHER US CORP,['DICHLOROMETHANE'],1
367,CARESTREAM HEALTH INC ISC B-14,8,1.0,0.00188877566372,0.482939632546,0.00243069805491,14615CRSTR149WR,334517,ONEX CORP,['DICHLOROMETHANE'],1
368,WYETH,8,1.0,0.00188877566372,0.482939632546,0.00243069805491,12979YRSTL64MAP,325412,PFIZER INC,['DICHLOROMETHANE'],1
369,ORTHO-CLINICAL DIAGNOSTICS BUILDING 313,6,0.466666666667,0.0113802739239,0.433962264151,0.00190080576818,14652JHNSN300WE,339112,JOHNSON & JOHNSON INC,"['M-XYLENE', 'O-XYLENE', 'TERT-BUTYL ALCOHOL']",1
370,GASSER & SONS INC,5,1.0,0.00248619029892,0.449328449328,0.00111125197556,11725GSSRS440MO,332119,,['TRICHLOROETHYLENE'],5
371,API HEAT TRANSFER INC,5,1.0,0.00248619029892,0.449328449328,0.00111125197556,14009PRTCH91NST,332410,API HEAT TRANSFER INC,"['1,2-DICHLOROETHYLENE', 'TRICHLOROETHYLENE']",5
372,UTICA CUTLERY CO,5,1.0,0.00248619029892,0.449328449328,0.00111125197556,13502TCCTL820NO,332215,,['TRICHLOROETHYLENE'],5
373,ABBOTT INDUSTRIES INC,4,1.0,0.00181156314108,0.427906976744,0.00109242451989,11435BBTND95251,332119,,['TETRACHLOROETHYLENE'],0
374,HUNTER PANELS LLC,4,1.0,0.00125769275844,0.363636363636,0.000870755537183,12401HNTRP1700E,326150,CARLISLE COS INC,['DIISOCYANATES'],1
375,HUNTER PANELS LLC,4,1.0,0.00125769275844,0.363636363636,0.000870755537183,1254WHNTRP9HUDS,326150,,['DIISOCYANATES'],1
376,SAFETY-KLEEN SYSTEMS INC BUFFALO OIL RECOVERY FACILITY,4,1.0,0.00181156314108,0.427906976744,0.00109242451989,14210SFTYK60KAT,324191,CLEAN HARBORS INC.,['TETRACHLOROETHYLENE'],0
377,3M CO - TONAWANDA,4,1.0,0.00125769275844,0.363636363636,0.000870755537183,14150GNRLM305SA,325211,3M CO,"['CARBON DISULFIDE', 'DIISOCYANATES']",1
378,AMES GOLDSMITH,3,1.0,0.00178438917581,0.366899302094,4.81355597895e-05,12803NBCNC50HAR,331492,,['SILVER'],4
379,UMICORE TECHNICAL MATERIALS NA INC,3,1.0,0.00178438917581,0.366899302094,4.81355597895e-05,12801MSLCT9PRUY,332618,UMICORE USA INC,['SILVER'],4
380,PALL CORP,2,1.0,0.0018115942029,0.30313014827,9.35661143688e-06,11788RRSRC225MA,339999,PALL CORP,['TERT-BUTYL ALCOHOL'],1
381,PALL CORP PALL TRINITY MICRO DIV,2,1.0,0.0018115942029,0.30313014827,9.35661143688e-06,13045PLLTR3643W,332999,PALL CORP,['TERT-BUTYL ALCOHOL'],1
382,SOLEPOXY INC,2,0.0,0.000350925066361,0.424942263279,0.00104480962984,14760HYSLL211FR,325991,SOLEPOXY INC,"['HEXACHLOROBENZENE', 'TETRABROMOBISPHENOL A']",0
383,STERIGENICS US LLC - QUEENSBURY NY FACILITY,1,0.0,-3.28818571444e-21,0.330341113106,1.50314817317e-05,12801GRFFT27PAR,561910,STERIGENICS U.S. LLC,['ETHYLENE OXIDE'],0
384,CONMED CORP,1,0.0,3.87216749733e-17,0.354869816779,0.000151874672788,13503GNRLLFRENC,334510,,['DI(2-ETHYLHEXYL) PHTHALATE'],1
385,ARKEMA INC,1,0.0,0.0,0.354527938343,0.000510652378311,14533PNNWLROUTE,325199,ARKEMA DELAWARE INC,"['BENZOYL CHLORIDE', 'BENZOYL PEROXIDE', 'CUMENE HYDROPEROXIDE', 'MALEIC ANHYDRIDE']",1
386,CUMMINS INC JAMESTOWN ENGINE PLANT,1,0.0,8.03895643467e-17,0.321116928447,1.40516394448e-05,14750CMMNS4720B,333618,CUMMINS INC,['SEC-BUTYL ALCOHOL'],0
