,Unnamed: 0,Facility,Degrees,Clustering Coefficient,Betweeness,Closeness,Eigenvector,tri_facility_id,primary_naics,parent_company_name,Community,industry
125,125,POLKVILLE CRUSHED STONE/SUIT-KOTE TERMINAL,70,1.0,0.00636795772692,0.524964336662,0.033556330231,13101PLKVLRT11R,324121,SUIT-KOTE CORP,3,Asphalt Paving Mixture and Block Manufacturing 
126,126,RCA ASPHALT LLC,70,1.0,0.00440466321914,0.524964336662,0.0214063693628,10550RCSPH7EDIS,324121,,3,Asphalt Paving Mixture and Block Manufacturing 
127,127,DOLOMITE PRODUCTS INCWALWORTH FACILITY,70,1.0,0.00636795772692,0.524964336662,0.033556330231,1456WWLWRT12ATL,212312,OLDCASTLE MATERIALS INC,3,Crushed and Broken Limestone Mining and Quarrying 
128,128,CALLANAN INDUSTRIES INC SOUTH BETHLEHEM FACILITY,70,1.0,0.00440466321914,0.524964336662,0.0214063693628,1216WCLLNN1SUTH,324121,OLDCASTLE INC,3,Asphalt Paving Mixture and Block Manufacturing 
129,129,CANAL ASPHALT INC,70,1.0,0.00440466321914,0.524964336662,0.0214063693628,10550CNLSP800CA,324121,,3,Asphalt Paving Mixture and Block Manufacturing 
130,130,BAYSWATER PEAKING FACILITY LL C,70,1.0,0.00440466321914,0.524964336662,0.0214063693628,11691BYSWT1425B,221112,NEXTERA ENERGY INC,3,Fossil Fuel Electric Power Generation 
131,131,NORWOOD MIX PLANT,70,1.0,0.00636795772692,0.524964336662,0.033556330231,1366WNRWDM7971S,324121,BARRETT INDUSTRIES CORP,3,Asphalt Paving Mixture and Block Manufacturing 
132,132,GRIFFITH ENERGY - LOWVILLE,70,1.0,0.00440466321914,0.524964336662,0.0214063693628,13367GRFFT77FRE,424710,SUPERIOR PLUS ENERGY SERCICES INC.,3,Petroleum Bulk Stations and Terminals 
133,133,GRIFFITH ENERGY - POTSDAM,70,1.0,0.00440466321914,0.524964336662,0.0214063693628,13676GRFFT7554U,424710,SUPERIOR PLUS ENERGU SERVICES INC.,3,Petroleum Bulk Stations and Terminals 
134,134,MIDLAND ASPHALT MATERIALS INC,70,1.0,0.00636795772692,0.524964336662,0.033556330231,1415WMDLND64YUN,324121,BARRETT INDUSTRIES CORP,3,Asphalt Paving Mixture and Block Manufacturing 
135,135,MIDLAND ASPHALT MATERIALS INC,70,1.0,0.00636795772692,0.524964336662,0.033556330231,1448WMDLND3CLER,324121,BARRETT INDUSTRIES CORP,3,Asphalt Paving Mixture and Block Manufacturing 
136,136,GRIFFITH ENERGY - PEARL CREEK,70,1.0,0.00440466321914,0.524964336662,0.0214063693628,14591GRFFT583PA,424710,SUPERIOR PLUS ENERGY SERVICES INC.,3,Petroleum Bulk Stations and Terminals 
137,137,NORTH COUNTRY DAIRY LLC,70,1.0,0.00636795772692,0.524964336662,0.033556330231,12967KRFTNWILLI,311511,UPSTATE NIAGARA COOPERATIVE INC.,3,Fluid Milk Manufacturing 
138,138,HP HOOD LLC,70,1.0,0.00440466321914,0.524964336662,0.0214063693628,13656CRWLYTHERE,311513,HP HOOD LLC,3,Cheese Manufacturing 
139,139,CRUCIBLE INDUSTRIES LLC,69,0.449701619778,0.0208382218058,0.543574593796,0.0080415669091,13209CRCBLSTATE,331110,CRUCIBLE INDUSTRIES LLC,4,Iron and Steel Mills and Ferroalloy Manufacturing 
140,140,AMETEK POWER INSTRUMENTS,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,14605MTKPW255NU,334513,AMETEK INC,4,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables "
141,141,AMETEK ROTRON,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,12498GGRTR7HASB,333413,AMETEK INC,4,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing 
142,142,M S KENNEDY CORP,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,13088DLXCH4707D,334418,ANAREN INC,4,Printed Circuit Assembly (Electronic Assembly) Manufacturing 
143,143,OMEGA WIRE INC- PLANT 1,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,13316CMDNW12MAS,331420,OMEGA WIRE INC,4,"Copper Rolling, Drawing, Extruding, and Alloying"
144,144,AMERICAN PRECISION INDUSTRIES DELEVAN DIV,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,14052MRCNP270QU,334416,DANAHER CORP,4,"Capacitor, Resistor, Coil, Transformer, and Other Inductor Manufacturing "
145,145,PARKER HANNIFIN CORP FLUID SYSTEMS DIV,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,11787GLLLC300MA,336413,PARKER HANNIFIN CORP,4,Other Aircraft Parts and Auxiliary Equipment Manufacturing 
146,146,IEH CORP,68,1.0,0.00499638117176,0.528735632184,0.00567618012895,11220HCRPX1458T,334417,,4,Electronic Connector Manufacturing 
147,147,KIMBLE CHASE LIFE SCIENCE & RESEARCH PRODUCTS LLC,68,1.0,0.00566376216968,0.528735632184,0.00610085009503,14616FSHRS140BE,327215,GERRESHEIMER GLASS INC,4,Glass Product Manufacturing Made of Purchased Glass 
148,148,TRW AUTOMOTIVE AUBURN,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,13021WCKSM1WICK,336320,TRW AUTOMOTIVE INC.,4,Motor Vehicle Electrical and Electronic Equipment Manufacturing
149,149,CALLANAN INDUSTRIES INC ORISKANY FACILITY,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,13424CLLNN8473S,327320,OLDCASTLE INC,4,Ready-Mix Concrete Manufacturing
150,150,ASTEELFLASH US EAST CORP,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,13827HRVRD941RT,334418,ASTEELFLASH GROUP,4,Printed Circuit Assembly (Electronic Assembly) Manufacturing 
151,151,IMERYS FUSED MINERALS,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,14302TRBCH2CLLE,327910,,4,Abrasive Product Manufacturing
152,152,POTTERS INDUSTRIES LLC,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,13676PTTRSREYNL,327215,CARLYLE GROUP,4,Glass Product Manufacturing Made of Purchased Glass 
153,153,PPC A BELDEN CO,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,13057THNWR6176E,333519,BELDEN INC,4,Rolling Mill and Other Metalworking Machinery Manufacturing 
154,154,MOOG INC,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,14052MGNC SENEC,332912,MOOG INC,4,Fluid Power Valve and Hose Fitting Manufacturing 
155,155,DIELECTRIC LABORATORIES INC,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,13035DLCTRRTE20,334416,KNOWLES ELECTRONICS HOLDINGS INC.,4,"Capacitor, Resistor, Coil, Transformer, and Other Inductor Manufacturing "
156,156,CET - TONAWANDA SITE,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,14240CHVRLRIVER,336350,GENERAL MOTORS LLC,4,Motor Vehicle Transmission and Power Train Parts Manufacturing
157,157,SANBORN PLANT,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,1413WSNBRN2186C,327320,UNITED MATERIALS LLC,4,Ready-Mix Concrete Manufacturing
158,158,ICM CONTROLS CORP,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,13212CMCNT7313W,335314,INTERNATIONAL CONTROLS & MEASUREMENTS CORP,4,Relay and Industrial Control Manufacturing 
159,159,DUNKIRK STEAM STATION,68,0.730904302019,0.00992665526256,0.533333333333,0.014999463244,14048NGRMH106PO,221112,NRG ENERGY INC,0,Fossil Fuel Electric Power Generation 
160,160,BAE SYSTEMS CONTROLS INC,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,1376WBSYST198CL,334418,BAE SYSTEMS INC,4,Printed Circuit Assembly (Electronic Assembly) Manufacturing 
161,161,U S CHROME CORP OF NE W YORK,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,14020SCHRM31SWA,332813,US CHROME CORP,4,"Electroplating, Plating, Polishing, Anodizing, and Coloring "
162,162,JEFFERSON ROAD OPERATIONS CENTER,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,1462WJFFRS135JE,334290,HARRIS CORP,4,Other Communications Equipment Manufacturing
163,163,ENDICOTT RESEARCH GROUP,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,13760NDCTT2601W,334419,,4,Other Electronic Component Manufacturing 
164,164,API TECHNOLOGIES CORP,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,14450SNDCC72PER,334412,API TECHNOLOGIES,4,Bare Printed Circuit Board Manufacturing  
165,165,NORTH HUDSON WOODCRAFT CORP,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,13329NRTHH152NH,321999,,4,All Other Miscellaneous Wood Product Manufacturing 
166,166,EXELIS GEOSPATIAL SYSTEMS,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,1460WXLSGS8LEER,333314,,4,Optical Instrument and Lens Manufacturing 
167,167,MPL INC,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,14850MPLNC41DUT,334418,,4,Printed Circuit Assembly (Electronic Assembly) Manufacturing 
168,168,CLEMENTE LATHAM PORT OF ALBANY PLANT,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,12202CLMNT85SPE,327320,OLDCASTLE INC,4,Ready-Mix Concrete Manufacturing
169,169,MANITOU CONCRETE- DOLOMITE PRODUCTS CO,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,1462WMNTCN126JE,327320,OLDCASTLE MATERIALS INC,4,Ready-Mix Concrete Manufacturing
170,170,SPELLMAN HIGH VOLTAGE ELECTRON ICS,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,11788SPLLM475WI,334513,,4,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables "
171,171,AMETEK AEROSPACE & DEFENSE,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,13905MTKRS33LEW,336413,AMETEK INC,4,Other Aircraft Parts and Auxiliary Equipment Manufacturing 
172,172,SILGAN CONTAINERS MANUFACTURING CORP,68,0.676470588235,0.010994140901,0.545185185185,0.0580904411135,14489FNGRLCOLER,332431,SILGAN HOLDINGS INC,1,Metal Can Manufacturing 
173,173,CLEMENTE LATHAM LATHAM PLANT,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,12047CLMNT911FN,327320,OLDCASTLE INC,4,Ready-Mix Concrete Manufacturing
174,174,CHAPIN INTERNATIONAL,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,14020CHPN 700EL,332999,,4,All Other Miscellaneous Fabricated Metal Product Manufacturing 
175,175,FRONTIER HOT DIP GALVANIZING INC,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,14207FRNTR1740E,332812,,4,"Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers "
176,176,PRESTOLITE ELECTRIC INC,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,14009PRSTL400WE,336320,BROAD OCEAN MOTOR,4,Motor Vehicle Electrical and Electronic Equipment Manufacturing
177,177,OLDCASTLE PRECAST INC,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,12161LDCST123CU,327390,OLDCASTLE INC,4,Other Concrete Product Manufacturing 
178,178,AMERICAN CASTING & MANUFACTURING CORP,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,11803MRCNC51COM,326199,,4,All Other Plastics Product Manufacturing 
179,179,FRAZER & JONES CO,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,13209FRZRJ3000M,331511,THE EASTERN CO,4,Iron Foundries 
180,180,NORTH ALBANY TERMINAL CO - GLENMONT TERMINAL,68,0.841088674276,0.0117946268816,0.538799414348,0.0931655711393,1207WNRTHL552RI,424710,NORTH ALBANY TERMINAL CO,1,Petroleum Bulk Stations and Terminals 
181,181,NORTH AMERICAN HOGANAS - NIAGARA FALLS PLANT,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,14304PYRNC5950P,331110,NORTH AMERICAN HOGANAS INC,4,Iron and Steel Mills and Ferroalloy Manufacturing 
182,182,CLEMENTE LATHAM NEWBURG FACILITY,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,1255WCLMNT18ARG,327320,OLDCASTLE INC,4,Ready-Mix Concrete Manufacturing
183,183,IEC ELECTRONICS CORP,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,14513CLCTR105NO,334418,,4,Printed Circuit Assembly (Electronic Assembly) Manufacturing 
184,184,FORD MOTOR CO BUFFALO STAMPING PLANT,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,14219FRDMT53663,336370,FORD MOTOR CO,4,Motor Vehicle Metal Stamping
185,185,GILLINDER BROTHERS INC,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,12771GLLNDERIEL,327212,,4,Other Pressed and Blown Glass and Glassware Manufacturing 
186,186,ORCHARD PARK PLANT,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,1412WRCHRD1BANK,327320,UNITED MATERIALS LLC,4,Ready-Mix Concrete Manufacturing
187,187,MEDI-RAY INC,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,10707MDRYN150MA,331523,,4,Nonferrous Metal Die-Casting Foundries 
188,188,SOPARK CORP,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,14218SPRKC33SPA,334418,,4,Printed Circuit Assembly (Electronic Assembly) Manufacturing 
189,189,SCIENTIFIC COMPONENTS CORP,68,1.0,0.00499638117175,0.528735632184,0.00567618012895,11235SCNTF13NEP,334419,,4,Other Electronic Component Manufacturing 
190,190,AURUBIS BUFFALO INC,67,0.477159656264,0.014312852048,0.541973490427,0.0123114554019,14207MRCNB70SAY,331529,AURUBIS BUFFALO INC,4,Other Nonferrous Metal Foundries (except Die-Casting) 
191,191,REVERE SMELTING & REFINING CORP,67,0.704658525554,0.00983634762736,0.538799414348,0.0119303097333,10940RVRSMRD2BA,331492,RSR CORP,0,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum) "
192,192,FMC CORP  MIDDLEPORT PLANT,66,0.738927738928,0.0115822904949,0.53488372093,0.0846499715315,14105FMCCR100NI,325320,FMC CORP,1,Pesticide and Other Agricultural Chemical Manufacturing
193,193,SAINT-GOBAIN PERFORMANCE PLAST ICS,66,0.913286713287,0.00730465970406,0.535662299854,0.0799711067684,12090FLRGL1LIBE,322220,SAINT-GOBAIN CORP,1,Paper Bag and Coated and Treated Paper Manufacturing
194,194,AVERY DENNISON INFORMATION & BRAND MANAGEMENT DIV,66,0.899766899767,0.00771573604748,0.543574593796,0.0617779495248,10962PXRCR530RT,313320,AVERY DENNISON CORP,1,Fabric Coating Mills
195,195,CARGILL INC SALT DIV,66,0.76317016317,0.00810579411819,0.530259365994,0.0110343841079,14891CRGLL518EA,212399,CARGILL INC,0,All Other Nonmetallic Mineral Mining 
196,196,THE SOUNDCOAT CO  INC,64,0.93998015873,0.00582234691969,0.534107402032,0.0578258049605,11729SNDCTONEBU,326150,RUS INC,1,Urethane and Other Foam Product (except Polystyrene) Manufacturing
197,197,GUARDIAN INDUSTRIES CORP,64,0.776785714286,0.00765855488718,0.525714285714,0.0111826029317,14456GRDNN50FOR,327211,GUARDIAN INDUSTRIES CORP,0,Flat Glass Manufacturing 
198,198,"FLAME CONTROL COATINGS,LLC",64,0.93998015873,0.00582234691969,0.534107402032,0.0578258049605,14305FLMCN4120H,325510,,1,Paint and Coating Manufacturing
199,199,GOWANUS GENERATING STATION,63,0.854582693292,0.00686815309538,0.532561505065,0.0923780250875,11232GWNSG29THS,221112,US POWER GENERATING CO,1,Fossil Fuel Electric Power Generation 
200,200,PPG INDUSTRIES INC,63,0.730158730159,0.00966590767151,0.536443148688,0.0101049658953,10550SPRYL716SO,325510,PPG INDUSTRIES INC,0,Paint and Coating Manufacturing
201,201,NARROWS GENERATING STATION,63,0.854582693292,0.00686815309539,0.532561505065,0.0923780250875,11232NRRWS53RDS,221112,US POWER GENERATING CO,1,Fossil Fuel Electric Power Generation 
202,202,ADCHEM CORP,62,0.90798519302,0.0051290049773,0.532561505065,0.05004646729,11901DCHMN1852O,322220,,1,Paper Bag and Coated and Treated Paper Manufacturing
203,203,LEHIGH NORTHEAST CEMENT CO - GLENS FALLS PLANT,62,0.782125859334,0.0084063285809,0.530259365994,0.0130145671748,12801GLNSF313LO,327310,LEHIGH HANSON,0,Cement Manufacturing
204,204,ELDERLEE INC,61,0.779781420765,0.00839568621481,0.531024531025,0.00927631185166,14518LDRLN729CR,332812,REH HOLDINGS INC,0,"Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers "
205,205,WORLD KITCHEN LLC PRESSWARE PLANT,61,0.779781420765,0.008960009505,0.531024531025,0.0108216214238,14831CRNNGSTEUB,327212,WKI HOLDING CO,0,Other Pressed and Blown Glass and Glassware Manufacturing 
206,206,COMMANDER TERMINALS LLC,60,0.889265536723,0.00508774226022,0.527220630372,0.0704710554914,11771CMMNDONECO,424710,GLOBAL COS LLC,1,Petroleum Bulk Stations and Terminals 
207,207,UNIVAR USA INC - TONAWANDA NY,60,0.920338983051,0.0045262644044,0.538799414348,0.0316093301831,14150CHMCN3709R,424690,UNIVAR USA INC,1,Other Chemical and Allied Products Merchant Wholesalers 
208,208,EVANS CHEMETICS LP,60,0.498870056497,0.0149496117632,0.536443148688,0.0158447479544,13165WRGRC228EA,325199,,0,All Other Basic Organic Chemical Manufacturing 
209,209,AMPHENOL CORP,58,0.588626739262,0.0118601065143,0.525714285714,0.00885358494886,13838MPHNL4060D,334417,AMPHENOL CORP,0,Electronic Connector Manufacturing 
210,210,SAINT-GOBAIN PERFORMANCE PLASTICS,58,0.925589836661,0.00706279825601,0.529496402878,0.0298450864916,12832NRTNCONESE,326199,SAINT-GOBAIN CORP,1,All Other Plastics Product Manufacturing 
211,211,SAES SMART MATERIALS INC,58,0.502722323049,0.0123771073925,0.536443148688,0.00687682266368,13413SSSMR4355M,331410,SAES GETTERS SPA ITALY,0,Nonferrous Metal (except Aluminum) Smelting and Refining 
212,212,"ASTRO ELECTROPLATING,INC",58,0.588626739262,0.0117078754646,0.525714285714,0.00883111115268,11706STRLC1714T,332813,,0,"Electroplating, Plating, Polishing, Anodizing, and Coloring "
213,213,REPUBLIC STEEL -  LACKAWANNA,57,0.848997493734,0.00817963275109,0.484848484848,0.00881391114316,14218BTHLHBARRO,331110,REPUBLIC STEEL,0,Iron and Steel Mills and Ferroalloy Manufacturing 
214,214,PRECIOUS PLATE INC,56,0.879220779221,0.00732217402168,0.525714285714,0.00966467619304,14304PRCSP2124L,332813,PRECIOUS PLATE INC,0,"Electroplating, Plating, Polishing, Anodizing, and Coloring "
215,215,BASF PEEKSKILL PIGMENT FACILITY,56,0.573376623377,0.0114766323583,0.524216524217,0.00595087761899,10566THMRL1057L,325130,BASF CORP,0,Synthetic Dye and Pigment Manufacturing
216,216,CAMERON COMPRESSION SYSTEMS,55,1.0,0.00340900545775,0.527220630372,0.0291198089841,14225CPRND3101B,333912,CAMERON INTERNATIONAL CORP,1,Air and Gas Compressor Manufacturing 
217,217,DUNMORE CORP,55,1.0,0.00340900545775,0.527220630372,0.0291198089841,10509CMVCNROUTE,326113,DUNMORE CORP,1,Unlaminated Plastics Film and Sheet (except Packaging) Manufacturing 
218,218,GOTHAM INK CORP,55,1.0,0.00340900545775,0.527220630372,0.0291198089841,10980CHRMT19KAY,325910,COVAR CORP,1,Printing Ink Manufacturing
219,219,IIMAK,55,1.0,0.00340900545775,0.527220630372,0.0291198089841,14228NTRNT310CO,339940,,1,Office Supplies (except Paper) Manufacturing
220,220,FRIESLAND CAMPINA,55,1.0,0.00340900545775,0.527220630372,0.0291198089841,13753DLTWNROUTE,311514,,1,"Dry, Condensed, and Evaporated Dairy Product Manufacturing "
221,221,WESTERN NEW YORK ENERGY LLC,54,0.660377358491,0.00743723430025,0.528735632184,0.0312398785747,14103WSTRN4141B,325193,,1,Ethyl Alcohol Manufacturing 
222,222,CONTINENTAL BUCHANAN LLC,53,0.94412191582,0.00595936588255,0.483574244415,0.00976316993929,10511GRGPC415BR,327420,CONTINENTAL BUILDING PRODUCTS OPERATING CO LLC,0,Gypsum Product Manufacturing
223,223,OWENS CORNING,53,0.93976777939,0.0060277405865,0.482306684142,0.00847366921318,12054WNSCRRT32S,327993,OWENS CORNING,0,Mineral Wool Manufacturing 
224,224,AIR TECHNIQUES INC,51,1.0,0.00451358994011,0.481045751634,0.00728570826634,11747RTCHN1295W,339114,,0,Dental Equipment and Supplies Manufacturing 
225,225,BONSAL AMERICAN INC,51,1.0,0.00451358994011,0.481045751634,0.00728570826634,14020MRCNS102CE,327999,OLDCASTLE INC,0,All Other Miscellaneous Nonmetallic Mineral Product Manufacturing 
226,226,BONSAL AMERICAN INC,51,1.0,0.00451358994011,0.481045751634,0.00728570826634,11933BNSLM462GR,327999,OLDCASTLE INC,0,All Other Miscellaneous Nonmetallic Mineral Product Manufacturing 
227,227,LOCKHEED MARTIN CORP,51,1.0,0.00451358994011,0.481045751634,0.00728570826634,13221GNRLLELECT,334511,LOCKHEED MARTIN CORP,0,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing "
228,228,GE MDS LLC,51,1.0,0.00451358994011,0.481045751634,0.00728570826634,14620MCRWV175SC,334220,GENERAL ELECTRIC CO (GE CO),0,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing
229,229,GOLDEN ARTIST COLORS INC,51,1.0,0.00451358994011,0.481045751634,0.00728570826634,13411GLDNR188BE,339940,,0,Office Supplies (except Paper) Manufacturing
230,230,GW LISK CO INC,51,1.0,0.00451358994011,0.481045751634,0.00728570826634,14432GWLSK2SOUT,332999,,0,All Other Miscellaneous Fabricated Metal Product Manufacturing 
231,231,OWENS-BROCKWAY GLASS CONTAINER INC PLANT 35,51,1.0,0.00451358994011,0.481045751634,0.00728570826634,13021CNTRLRD6CO,327213,OWENS-ILLINOIS INC,0,Glass Container Manufacturing 
232,232,PVS CHEMICAL SOLUTIONS,51,0.697254901961,0.0078139717119,0.516129032258,0.00835472795845,14210PVSCH55LEE,325180,PVS CHEMICALS INC,0,Other Basic Inorganic Chemical Manufacturing 
233,233,O W HUBBELL & SONS GALVANI ZING,51,1.0,0.00451358994011,0.481045751634,0.00728570826634,13417DWHBB100MA,332812,HUBBELL HOLDING CORP,0,"Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers "
234,234,L D MCCAULEY LLC,51,1.0,0.00451358994011,0.481045751634,0.00728570826634,14127LDMCC3875C,332999,,0,All Other Miscellaneous Fabricated Metal Product Manufacturing 
235,235,ANSEN CORP,51,1.0,0.00451358994011,0.481045751634,0.00728570826634,13669MRCNC100CH,334418,,0,Printed Circuit Assembly (Electronic Assembly) Manufacturing 
236,236,ARDAGH GLASS INC,51,1.0,0.00451358994011,0.481045751634,0.00728570826634,14903NCHRG151EM,327213,ARDAGH GROUP,0,Glass Container Manufacturing 
237,237,AMERICAN TECHNICAL CERAMICS,51,1.0,0.00451358994011,0.481045751634,0.00728570826634,11746MRCNTSTEPA,334416,KYOCERA INTERNATIONAL INC,0,"Capacitor, Resistor, Coil, Transformer, and Other Inductor Manufacturing "
238,238,VARFLEX CORP,50,0.928163265306,0.00356309783411,0.519774011299,0.0296329617366,13440VRFLX512WE,335999,,1,All Other Miscellaneous Electrical Equipment and Component Manufacturing 
239,239,CCI ROSETON LLC,49,0.666666666667,0.00478642028974,0.521985815603,0.0242365540952,12550RSTNG992RA,221112,CASTLETON COMMODITIES INTERNATIONAL LLC,1,Fossil Fuel Electric Power Generation 
240,240,QUBICAAMF BOWLING PRODUCTS,48,1.0,0.00247525126974,0.518309859155,0.0289878641839,13367MFPNSUTICA,321999,QUBICAAMF BOWLING INC,1,All Other Miscellaneous Wood Product Manufacturing 
241,241,RICHARD M FLYNN POWER PLANT,44,0.913319238901,0.00468703995173,0.49864498645,0.0641159736172,11742RCHRD607UN,221112,NEW YORK POWER AUTHORITY,1,Fossil Fuel Electric Power Generation 
242,242,ALLIED NEW YORK SERVICES  INC,43,0.93023255814,0.00304623110795,0.514685314685,0.0434552425833,10001GDNNWJFKIN,424710,ALLIED AVIATION HOLDING CO,1,Petroleum Bulk Stations and Terminals 
243,243,DIE MOLDING CORP,43,0.745293466224,0.00734157953166,0.520509193777,0.00689451945522,13163DMLDNDONAL,326199,NIAGARA PISTON,0,All Other Plastics Product Manufacturing 
244,244,GENERAL SUPER PLATING CO,43,0.617940199336,0.0109632069551,0.518309859155,0.00465471578991,13057GNRLS22CEL,332813,,0,"Electroplating, Plating, Polishing, Anodizing, and Coloring "
245,245,BALL METAL BEVERAGE CONTAINER CORP,41,0.487804878049,0.0098278109862,0.525714285714,0.0129324294149,10940RYNLDRD2BA,332431,BALL CORP,0,Metal Can Manufacturing 
246,246,BALL METAL BEVERAGE CONTAINER CORP,41,0.487804878049,0.0098278109862,0.525714285714,0.0129324294149,12866BLLPC1ADAM,332431,BALL CORP,0,Metal Can Manufacturing 
247,247,ELECTRONIC DEVICES INC,41,0.69512195122,0.00812034173173,0.513249651325,0.00470913100151,10710LCTRN21GRA,334413,ELECTRONIC DEVICES INC,0,Semiconductor and Related Device Manufacturing 
248,248,AMES GOLDSMITH CORP,41,0.580487804878,0.0130604100261,0.522727272727,0.00408136084248,12801MSGLD21ROG,331492,AMES GOLDSMITH CORP,0,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum) "
249,249,OERLIKON METCO,40,0.716666666667,0.0104588035671,0.517580872011,0.00660629566672,11590PRKNL1101P,332117,SULZER US INDUSTRIES HOLDING INC,4,Powder Metallurgy Part Manufacturing 
250,250,CHEMTRADE SOLUTIONS - SYRACUSE,40,0.835897435897,0.00582999267187,0.507586206897,0.005787164758,13209GNRLCWILLI,325180,CHEMTRADE SOLUTIONS LLC,0,Other Basic Inorganic Chemical Manufacturing 
251,251,METAL CONTAINER CORP - NEWBURGH CAN PLANT,40,0.573076923077,0.0086464146435,0.520509193777,0.0112232159451,12550MTLCN1000B,332431,ANHEUSER-BUSCH INBEV,0,Metal Can Manufacturing 
252,252,FIRTH RIXSON INC,39,0.730094466937,0.00962991123337,0.516853932584,0.0060158042311,14603MNRFRPOBOX,332112,FIRTH RIXSON LTD,4,Nonferrous Forging 
